id_categorie_billet;id_salle;nom_salle;categorie_billet;jauge_categorie_billet;type_tarif;id_cat_profil;id_cat_horaire;profil_tarif;horaire_tarif;tarif_brut
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;22
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;22
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;24
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;24
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;24
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;16
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;30
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;22
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;0
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;40
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;20
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;40
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;20
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;42
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;42
STSM01;STSM;Théâtre de la Porte Saint-Martin;A;538;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;42
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;32
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;32
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;32
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;32
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;32
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;32
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;16
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;16
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;16
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;18
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;18
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;18
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;12
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;22
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;16
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;0
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;30
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;15
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;30
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;15
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;30
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;30
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;30
STSM02;STSM;Théâtre de la Porte Saint-Martin;B;122;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;15
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;16
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;16
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;16
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;16
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;16
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;16
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;10
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;10
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;10
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;11
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;11
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;11
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;6
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;12
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;10
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;0
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;15
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;10
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;15
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;10
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;10
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;GROUPE;CP015;CH001;Formations (groupes enseignants);Horaire Indifférencié;13
STSM03;STSM;Théâtre de la Porte Saint-Martin;C;216;GROUPE;CP016;CH001;Champ médico-social;Horaire Indifférencié;6
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;0
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;5
STSM04;STSM;Théâtre de la Porte Saint-Martin;D;88;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;5
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;34
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;34
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;34
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;34
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;34
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;34
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;17
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;17
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;17
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;17
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;17
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;17
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;12
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;30
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;15
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;30
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;15
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;32
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;32
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;32
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;10
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;GROUPE;CP015;CH001;Formations (groupes enseignants);Horaire Indifférencié;13
SPSM01;SPSM;Petit Saint-Martin;Non différencié;198;GROUPE;CP016;CH001;Champ médico-social;Horaire Indifférencié;6
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;44
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;44
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;44
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;44
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;44
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;44
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;22
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;22
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;22
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;22
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;22
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;22
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;16
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;16
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;16
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;16
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;40
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;20
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;40
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;20
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;40
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;40
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;40
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;GROUPE;CP014;CH001;Enseignement (groupes scolaires);Horaire Indifférencié;10
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;GROUPE;CP015;CH001;Formations (groupes enseignants);Horaire Indifférencié;13
STPP01;STPP;Théâtre du Rond-Point;Non différencié;720;GROUPE;CP016;CH001;Champ médico-social;Horaire Indifférencié;6
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;44
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;44
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;44
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;44
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;44
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;44
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;21
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;21
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;21
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;21
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;21
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;21
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;14
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;22
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;22
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;22
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;40
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;18
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;40
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;ABONNEMENT;CP012;CH001;Carte Famille / Tarif moins de 28 ans;Horaire Indifférencié;18
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;GROUPE;CP013;CH002;Collectivités;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;36
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;GROUPE;CP013;CH003;Collectivités;Vendredi & samedi à 20h30;36
SODE01;SODE;Odéon Théâtre de l’Europe;1;300;GROUPE;CP013;CH004;Collectivités;Samedi 14h & dimanche à 20h30;36
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP001;CH002;Plein tarif;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;32
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP001;CH003;Plein tarif;Vendredi & samedi à 20h30;32
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP001;CH004;Plein tarif;Samedi 14h & dimanche à 20h30;32
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP002;CH002;Moins de 30 ans + plus de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;32
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP002;CH003;Moins de 30 ans + plus de 28 ans;Vendredi & samedi à 20h30;32
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP002;CH004;Moins de 30 ans + plus de 28 ans;Samedi 14h & dimanche à 20h30;32
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP003;CH002;Moins de 28 ans;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;15
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP003;CH003;Moins de 28 ans;Vendredi & samedi à 20h30;15
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP003;CH004;Moins de 28 ans;Samedi 14h & dimanche à 20h30;15
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP004;CH002;Demandeurs d'emploi;Lundi, mardi, mercredi, jeudi à 20h30 & dimanche à 14h;15
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP004;CH003;Demandeurs d'emploi;Vendredi & samedi à 20h30;15
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP004;CH004;Demandeurs d'emploi;Samedi 14h & dimanche à 20h30;15
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP005;CH001;Minima Sociaux;Horaire Indifférencié;10
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP006;CH001;Personne en situation de handicap adulte;Horaire Indifférencié;18
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP007;CH001;Personne en situation de handicap moins de 28 ans;Horaire Indifférencié;18
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;INDIVIDUEL;CP008;CH001;Accompagnateur, accompagnatrice sous condition;Horaire Indifférencié;18
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;ABONNEMENT;CP009;CH001;Carte Adulte;Horaire Indifférencié;30
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;ABONNEMENT;CP010;CH001;Carte Jeune / Tarif moins de 28 ans;Horaire Indifférencié;13
SODE02;SODE;Odéon Théâtre de l’Europe;2;170;ABONNEMENT;CP011;CH001;Carte Famille / Tarif adulte;Horaire Indifférencié;30
